,Company,0217price,0217amt,0517price,0517amt,0817price,0817amt,1117price,1117amt,0217-0517chng,0517-0817chng
654,CLEAN HARBORS INC,55.652183278,185707,55.6190144018,344055,55.8310579991,478318,56.7000660969,341922,158348,134263
655,CLEAR CHANNEL OUTDOOR HLDGS,5.05319952085,99343,6.05245460659,90707,4.84831029186,83328,4.64780749214,97035,-8636,-7379
656,CLEARSIDE BIOMEDICAL INC,8.94160583942,32880,7.93578400073,43852,9.11488190782,34888,8.75351094871,36671,10972,-8964
657,CLEARWATER PAPER CORP,65.5484535198,46622,56.0064935065,30800,46.7284851011,19196,49.2602674873,42245,-15822,-11604
658,CLOROX CO DEL,120.019579378,896862,134.829995072,1034970,133.239669546,1193631,131.910600786,1154820,138108,158661
659,CLOUD PEAK ENERGY INC,5.60880844793,328412,4.57951527105,694615,3.53360108558,109803,3.66043939204,287124,366203,-584812
660,CLOVIS ONCOLOGY INC,44.4211307069,709167,63.6695311808,620815,93.6320952461,381664,82.3986733475,336486,-88352,-239151
661,CME GROUP INC,115.349988381,2155943,118.80054968,1945858,125.239665858,1920382,135.680830021,1822026,-210085,-25476
662,CMS ENERGY CORP,41.6202210954,1269407,44.7401290417,1971921,46.2498328073,3297093,46.3199191404,4507564,702514,1325172
663,CNA FINL CORP,41.5045282426,114614,44.1693406805,254611,48.7500947616,211056,50.2487897366,311709,139997,-43555
664,CNH INDL N V,8.68982137022,1762752,9.63988229049,1427922,11.3798683955,1010908,12.0101109686,674515,-334830,-417014
665,CNO FINL GROUP INC,19.1498848336,4866870,20.5001169626,5052898,20.8799209841,4969128,23.3398529985,4498186,186028,-83770
666,CNOOC LTD,123.958719773,59302,119.797718244,90369,109.401761683,65392,129.702044134,65211,31067,-24977
667,CNX COAL RES LP,18.2476051645,76832,16.9511974422,149193,14.9514962125,141123,14.8002049976,128782,72361,-8070
668,COACH INC,35.0201006651,1452937,41.3298985165,3818156,47.3398685794,3586195,40.2801009698,3849469,2365219,-231961
669,COBALT INTL ENERGY INC,1.21985521176,1329666,0.533473599513,1471488,2.46096903117,50793,1.42573981987,28757,141822,-1420695
670,COBIZ FINANCIAL INC,16.8898801399,1556731,16.8002630773,1684676,17.40006139,1821143,19.6402759854,1807052,127945,136467
671,COCA COLA BOTTLING CO CONS,178.674351585,2429,206.035919274,27005,228.848100227,36557,215.762795496,44586,24576,9552
672,COCA COLA CO,41.4599893489,15354249,42.4400495238,14092632,44.8500135439,15641779,45.0100097495,16463449,-1261617,1549147
673,COCA COLA EUROPEAN PARTNERS,31.3998395354,5400569,37.6901176173,3080330,40.6710466448,800004,41.6198393164,2045635,-2320239,-2280326
674,COCA COLA FEMSA S A B DE C V,63.5484622554,34336,71.6942600831,27422,84.6442488094,13858,77.0989573806,10934,-6914,-13564
675,CODEXIS INC,4.57579672696,18576,4.80192076831,17493,5.44554455446,16160,6.66214995483,26568,-1083,-1333
676,COEUR MNG INC,9.08956283288,391658,8.07993934387,441835,8.58043164406,732131,9.19049047657,409989,50177,290296
677,COGENT COMMUNICATIONS HLDGS,41.3516760852,173947,43.0501344063,174471,40.0983063882,299065,48.8999424664,549244,524,124594
678,COGNEX CORP,63.6211462812,476131,83.9496254991,888783,84.9006027588,828192,110.280746499,747329,412652,-60591
679,COGNIZANT TECHNOLOGY SOLUTIO,56.0300665217,4459445,59.5200044624,4517792,66.3998999625,4334374,72.5400823016,5273774,58347,-183418
680,COHEN & STEERS INC,33.6157896572,28677,39.9293880296,11896,40.5569007264,18172,39.4829282001,28468,-16781,6276
681,COHERENT INC,137.371635551,51903,205.638868659,67283,224.990397792,210889,235.172349757,366174,15380,143606
682,COHERUS BIOSCIENCES INC,28.1608780417,41547,21.1488713278,141095,14.3482611071,140923,13.3495228415,146597,99548,-172
683,COHU INC,13.9097541205,92525,18.4553677958,118177,15.7425448727,77497,23.8428865438,91348,25652,-40680
684,COLFAX CORP,35.9299682144,676093,39.2600431035,747503,39.3706017458,858153,41.6403063694,1022687,71410,110650
685,COLGATE PALMOLIVE CO,65.4399856784,4457611,73.1899172054,5447458,74.1298542505,5777308,72.8500837606,7310122,989847,329850
686,COLLEGIUM PHARMACEUTICAL INC,15.5697693991,35646,10.0647016535,65377,12.502587456,48310,10.4840619819,80217,29731,-17067
687,COLLIERS INTL GROUP INC,36.7454640614,45856,47.1991358215,45361,56.4695346446,60298,49.7011369634,70099,-495,14937
688,COLUMBIA BKG SYS INC,44.6798206159,1955357,38.9899731173,2087588,39.8498299779,2114137,42.1094645601,2194756,132231,26549
689,COLUMBIA PPTY TR INC,21.6000051758,6646341,22.2500637768,6044522,22.3800194104,6867465,21.7700222078,8555113,-601819,822943
690,COLUMBIA SPORTSWEAR CO,58.2992568999,612838,58.7503245134,485342,58.0607679968,425158,61.5806966046,499767,-127496,-60184
691,COLUMBUS MCKINNON CORP N Y,27.0618882622,39539,24.8221767514,41052,25.4301351637,33071,37.8807138862,39334,1513,-7981
692,COMCAST CORP NEW,69.0500268325,14057576,37.5900138299,26001560,38.9199842209,32848446,38.4799715276,30999893,11943984,6846886
693,COMERICA INC,68.110181643,2856592,68.5803410912,2822354,73.2401912184,1810495,76.2602565679,2919227,-34238,-1011859
694,COMFORT SYS USA INC,33.2996166951,112704,36.6491687772,114109,37.0879120879,69160,35.698435593,108156,1405,-44949
695,COMMERCE BANCSHARES INC,57.8099428377,1227557,56.1597562745,1288663,56.8301067769,1284548,57.7699668991,1142566,61106,-4115
696,COMMERCEHUB INC,15.0227620663,495781,15.5112398814,442131,17.4313495554,81864,21.3474220435,237921,-53650,-360267
697,COMMERCIAL METALS CO,21.779944865,2784075,19.129975354,3986048,19.4300693249,4512233,19.0300928512,3481591,1201973,526185
698,COMMSCOPE HLDG CO INC,37.200344964,1850628,41.7089385299,1110865,38.0301023213,1084036,33.2099814452,1441675,-739763,-26829
699,COMMUNITY BANKERS TR CORP,7.23796894856,18099,8.00199848502,124094,8.24411134904,56040,9.1836088416,15789,105995,-68054
700,COMMUNITY BK SYS INC,61.7903329661,1214478,54.9804497847,1117379,55.7693812355,1201394,55.2505308211,1196260,-97099,84015
701,COMMUNITY HEALTH SYS INC NEW,5.0645300747,2190529,8.03668211866,2185479,8.74534684406,1681923,5.96775910808,920446,-5050,-503556
702,COMMUNITY HEALTHCARE TR INC,23.030385119,221490,23.9007444169,201500,25.5892255892,179685,26.9559187087,188901,-19990,-21815
703,COMMUNITY TR BANCORP INC,49.5970756833,12037,45.7351006779,9883,43.7034230138,7917,46.456924434,10203,-2154,-1966
704,COMMVAULT SYSTEMS INC,51.3997973724,1091658,50.7999645918,1570257,56.4498987985,1350277,60.8000450506,1207532,478599,-219980
705,COMPANHIA BRASILEIRA DE DIST,16.5655622958,17144,19.2034382973,116802,19.5500618865,362761,23.6718284693,335800,99658,245959
706,COMPANHIA DE SANEAMENTO BASI,8.67963357832,1116637,10.4102898965,1176144,9.52030010692,1489869,10.4599752861,2268361,59507,313725
707,COMPANHIA ENERGETICA DE MINA,2.28007057295,9365061,3.29002205382,9417870,2.40005453985,7964819,2.47998260649,7671828,52809,-1453051
708,COMPANHIA PARANAENSE ENERG C,8.48213049857,180615,10.315942946,72703,7.33826100074,112697,8.86296665728,131333,-107912,39994
709,COMPANHIA SIDERURGICA NACION,3.23263231275,162097,2.91749328977,188518,2.15063083365,184597,2.95976874374,796346,26421,-3921
710,COMPANIA CERVECERIAS UNIDAS,20.9846776075,64285,25.2763201965,44785,26.2388539687,13682,26.9358713731,43288,-19500,-31103
711,COMPANIA DE MINAS BUENAVENTU,11.2798264642,1113315,12.0401318695,1050736,11.4995806938,1029081,12.7896113376,1238427,-62579,-21655
712,COMPASS MINERALS INTL INC,78.3512267534,95659,67.846579156,206908,65.2983010925,307374,64.9012724182,314755,111249,100466
713,COMPUGEN LTD,5.10428992367,43101,4.29787447531,59797,3.78247216671,28024,3.78957662687,24541,16696,-31773
714,COMPUTER PROGRAMS & SYS INC,23.5995130598,46823,28.0030236394,29104,32.8127904815,21516,29.5545802596,42836,-17719,-7588
715,COMPUTER TASK GROUP INC,4.19874037789,41441,5.51397205589,80160,5.58954896342,77466,5.37417707913,14886,38719,-2694
716,COMSTOCK MNG INC,0.283194433207,24718,0.242522231205,24740,0.200240288346,24970,0.161394448031,24784,22,230
717,COMTECH TELECOMMUNICATIONS C,11.8532818533,129500,14.7374815781,88889,18.9759685651,41737,20.5330952685,172502,-40611,-47152
718,CONAGRA BRANDS INC,39.549921153,5267166,40.3400813319,5888709,35.7599630756,5676460,33.7399474893,7920285,621543,-212249
719,CONATUS PHARMACEUTICALS INC,5.27607753124,62736,5.77685228723,14887,5.76400908268,62977,5.48484340981,71652,-47849,48090
720,CONCERT PHARMACEUTICALS INC,10.2984289258,13303,17.0638968747,32349,13.9603667554,16905,14.7477744807,33700,19046,-15444
721,CONCHO RES INC,132.600589055,1944471,128.340082777,1569759,121.529431037,1306342,131.720355118,1147112,-374712,-263417
722,CONCORDIA INTERNATIONAL CORP,2.11898062762,371405,1.62864830145,502871,1.55879870395,440724,1.17869264524,422502,131466,-62147
723,CONE MIDSTREAM PARTNERS LP,23.551611881,485954,23.609686732,1001411,18.9500985901,903742,15.8399727191,645140,515457,-97669
724,CONFORMIS INC,8.1106870229,10480,5.21779043788,148147,4.29140132882,144941,3.51981108105,133814,137667,-3206
725,CONMED CORP,44.1693509337,1044978,44.4100242265,1007160,50.9398873117,977564,52.4698171029,1005702,-37818,-29596
726,CONNECTICUT WTR SVC INC,55.862344938,12495,53.144807411,12306,55.5280935904,12138,59.2848709732,11858,-189,-168
727,CONNECTONE BANCORP INC NEW,25.9495116073,1182450,24.2501645903,1263744,22.5500371736,1358490,24.5995869909,1409170,81294,94746
728,CONNS INC,12.6646062886,29768,8.75428841831,25359,19.0934844193,17650,28.1506638755,136622,-4409,-7709
729,CONOCOPHILLIPS,50.1399995892,9882529,49.8700081324,9754841,43.9600756893,8893729,50.0500760296,9748177,-127688,-861112
730,CONSOL ENERGY INC,18.2301919399,2296136,16.7799621293,1863711,14.9398369128,4071932,16.9400819566,4708832,-432425,2208221
731,CONSOLIDATED COMM HLDGS INC,26.8515968776,177941,23.4123106986,81880,21.4713069858,296675,19.0807330708,915164,-96061,214795
732,CONSOLIDATED EDISON INC,73.6798385405,2583434,77.6599137708,2276258,80.8200699217,2999354,80.6798643528,2628289,-307176,723096
733,CONSTELLATION BRANDS INC,153.309655036,728656,162.070665093,756781,193.729419033,794727,199.449979754,1079233,28125,37946
734,CONSTELLIUM NV,5.90466557087,79090,6.5049958368,19216,6.89447990988,66575,10.2518086479,89155,-59874,47359
735,CONSUMER PORTFOLIO SVCS INC,5.11974759788,69730,4.70574814266,70127,4.54190271537,40952,4.58897064641,12639,397,-29175
736,CONTAINER STORE GROUP INC,6.35618043351,34140,4.27191679049,10768,5.88235294118,11730,4.1823147832,11716,-23372,962
737,CONTANGO OIL & GAS COMPANY,9.34170194132,130169,7.32180568807,93283,6.64430642878,78413,5.03495579969,121153,-36886,-14870
738,CONTINENTAL BLDG PRODS INC,23.0986575696,153602,24.5027013392,170471,23.3022248808,377818,25.9986959269,495371,16869,207347
739,CONTINENTAL RESOURCES INC,51.5400464983,1247787,45.4199212941,1042362,32.329362957,676846,38.6099388422,967497,-205425,-365516
740,CONTRAFECT CORP,1.74848959724,198457,1.8041087121,103098,1.45542567371,65273,1.10945971405,47771,-95359,-37825
741,CONTROL4 CORP,10.1950113379,55125,15.7910514877,133430,19.6158153403,140193,29.4628174676,109460,78305,6763
742,CONVERGYS CORP,24.5602168801,2915528,21.1499980209,3056927,23.7801989066,3699927,25.8900161497,3268789,141399,643000
743,COOPER COS INC,174.928473412,222994,199.891611427,199283,239.420519532,307931,237.110915068,567903,-23711,108648
744,COOPER STD HLDGS INC,103.380133768,144728,110.934931131,136855,100.871807466,130304,115.96706042,162115,-7873,-6551
745,COOPER TIRE & RUBR CO,38.8515888051,448167,44.3497191424,306383,36.1003562582,278169,37.4011228159,396325,-141784,-28214
746,COPA HOLDINGS SA,90.8222101876,94173,112.246455141,157270,117.001140125,180682,124.52907296,156606,63097,23412
747,COPART INC,55.4089591288,668123,61.9302966115,628836,31.7903036281,1457803,34.3704491208,1538851,-39287,828967
748,CORCEPT THERAPEUTICS INC,7.2581010993,132266,10.957211601,215292,11.7992045892,272815,19.2997373184,631563,83026,57523
749,CORE LABORATORIES N V,120.031263957,26868,115.528239106,68823,101.259058879,89829,98.7087824138,112452,41955,21006
750,CORE MARK HOLDING CO INC,43.0691499698,879957,31.1770515353,44552,33.0759993138,29145,32.1381235558,85257,-835405,-15407
751,CORECIVIC INC,24.4599338437,1855606,31.4203268201,1543173,27.5790131085,602052,26.7704699741,612055,-312433,-941121
752,CORELOGIC INC,36.8300313269,942003,40.7194212957,772899,43.3796728972,856000,46.2198198198,832500,-169104,83101
753,CORENERGY INFRASTRUCTURE TR,34.8793796669,557120,33.7811350092,607114,33.5903770807,520923,35.3503506843,464663,49994,-86191
754,CORESITE RLTY CORP,79.3694718264,296323,90.0494415164,330896,103.528878465,507385,111.899329088,293630,34573,176489
755,CORINDUS VASCULAR ROBOTICS I,0.689134643783,30473,1.30592299267,23738,1.85298517612,58824,1.52211828127,94605,-6735,35086
756,CORNERSTONE ONDEMAND INC,42.3104458084,1296252,38.8904450124,1713660,35.7500624421,1869731,40.6096714111,2355892,417408,156071
757,CORNING INC,24.2700414605,12332447,27.0000084959,11299552,30.0499347044,9392666,29.9199304564,8554064,-1032895,-1906886
758,CORPORATE OFFICE PPTYS TR,31.2190944077,716901,33.1004247157,1240830,35.0296509349,933866,32.8291749554,843518,523929,-306964
759,CORVEL CORP,36.5951178451,47520,43.5025831715,30389,47.4373484236,30925,54.3963105769,52908,-17131,536
760,COSAN LTD,7.50984702027,815729,8.5404844366,826651,6.40943925374,533432,8.13045190653,548432,10922,-293219
761,COSTAMARE INC,5.60003362121,190356,6.66334537302,144522,7.30752552067,170646,6.18387528609,115785,-45834,26124
762,COSTAR GROUP INC,188.489152528,205163,207.220773497,190589,263.596988681,131371,268.252243215,215316,-14574,-59218
763,COSTCO WHSL CORP NEW,160.110148148,4107922,167.69005552,4000923,159.929902827,3678893,164.289736771,2274713,-106999,-322030
764,COTIVITI HLDGS INC,34.4627859832,6906,41.6355571171,22769,37.1408369223,77785,35.9803750763,3461109,15863,55016
765,COTT CORP QUE,11.3307377458,180306,12.3618199196,110906,14.4422131716,194707,15.0102525386,223847,-69400,83801
766,COTY INC,18.3099522617,3660796,18.1300207153,9617529,18.7600319469,9012458,16.5299270879,9242630,5956733,-605071
767,COUSINS PPTYS INC,8.51014773782,2368114,8.27035438687,1280719,8.79031616441,2878281,9.34015140251,2320305,-1087395,1597562
768,COVANTA HLDG CORP,15.6006129937,1555644,15.7000475582,2731393,13.1998819281,2788131,14.8496189879,1222927,1175749,56738
769,CPFL ENERGIA S A,15.4002869911,1402831,16.3899681189,783223,15.9497813549,1936014,17.1601621968,1952196,-619608,1152791
770,CPI CARD GROUP INC,4.15509285829,43561,4.1986513423,23579,2.83697301577,30314,1.16009280742,13792,-19982,6735
771,CRA INTL INC,36.591284092,20606,35.3161114888,29420,36.3129914907,58877,41.0523884676,51958,8814,29457
772,CRACKER BARREL OLD CTRY STOR,166.979594213,137412,159.246626844,166239,167.250752998,158367,151.621274193,166474,28827,-7872
773,CRANE CO,72.1201984125,521338,74.8300391658,571161,79.3812911514,596274,79.9923971109,499810,49823,25113
774,CRAY INC,20.6984696079,120492,21.896092325,118971,18.3885737036,40188,19.4533762058,80860,-1521,-78783
775,CREDICORP LTD,157.859955668,700621,163.299312919,754351,179.390454493,769032,205.019581872,803294,53730,14681
776,CREDIT ACCEP CORP MICH,217.525585902,16513,199.431271693,23913,257.143888267,138545,280.167730285,196029,7400,114632
777,CREDIT SUISSE GROUP,14.3101120857,1050446,14.8396016269,1121863,14.6005339645,1101946,15.7997100705,1106476,71417,-19917
778,CREDIT SUISSE NASSAU BRH,46.7487241069,1165850,37.5524662876,67186,47.4548707107,61490,66.6219453761,104350,-1098664,-5696
779,CREE INC,26.3873475145,226169,26.7288285818,503202,24.6502624727,2137746,28.1902263335,2907568,277033,1634544
780,CRESCENT PT ENERGY CORP,13.589920038,248493,10.8184908916,394140,7.64826802982,384793,8.05054239729,327804,145647,-9347
781,CRESTWOOD EQUITY PARTNERS LP,25.5497091034,561024,26.2497836277,589262,23.501011018,823922,24.3998448432,1392140,28238,234660
782,CRESUD S A C I F Y A,15.7717716108,74627,20.0669323523,78288,19.4531844892,69603,18.6793294331,38117,3661,-8685
783,CRH PLC,34.3793698585,317516,35.1680450151,334821,35.4671359706,326725,37.8608644362,305170,17305,-8096
784,CRITEO S A,41.0859314958,48143,49.9922642531,155124,49.0493186971,222735,41.5032679739,82620,106981,67611
785,CROCS INC,6.86181719849,177504,7.07091713955,201954,7.70620192341,143391,9.70035443092,376378,24450,-58563
786,CROSS CTRY HEALTHCARE INC,15.6079066699,119747,14.3651785418,90427,12.9114712195,61031,14.2342307369,154557,-29320,-29396
787,CROSSAMERICA PARTNERS LP,25.1901357401,1074627,26.1802546742,1059157,25.500317458,1089908,27.2504064658,1060975,-15470,30751
788,CROWN CASTLE INTL CORP NEW,86.7701051514,1722183,94.4503179387,2207658,100.180374228,2538611,101.375880258,3331976,485475,330953
789,CROWN HOLDINGS INC,52.5704811883,1277504,52.9496656772,634716,59.6597301414,653305,59.7194053979,814057,-642788,18589
790,CRYOLIFE INC,19.1410455796,33436,16.6428698911,44824,19.9660953099,21236,22.6944298476,60896,11388,-23588
791,CSG SYS INTL INC,48.4015957318,205799,37.8064427663,102099,40.5796272281,314616,40.1004161987,333014,-103700,212517
792,CSI COMPRESSCO LP,9.7299707742,3538654,9.80013624062,3395463,4.85010902252,2835194,5.21002757373,2818987,-143191,-560269
793,CSRA INC,31.84084793,690057,29.2913041492,612844,31.7504395378,597787,32.2697423671,613237,-77213,-15057
794,CSS INDS INC,27.0681493726,53236,25.907823323,33349,26.1605189122,51184,28.8208525524,32303,-19887,17835
795,CSX CORP,35.9300381969,7130691,46.5499842478,5843611,54.5600365473,5910150,54.2600535437,6067189,-1287080,66539
796,CTRIP COM INTL LTD,40.0001832914,2837012,49.1502707822,2889038,53.8600660146,2976918,52.7397729149,2980028,52026,87880
797,CTS CORP,22.3999655186,1624065,21.2998150391,1603582,21.5997816815,1469413,24.0998904698,1536563,-20483,-134169
798,CU BANCORP CALIF,35.8004067533,556111,39.6498904411,584617,36.1506714951,751383,38.7750792706,577768,28506,166766
799,CUBESMART,26.7700252282,3886922,25.9596672738,1941897,24.0403127956,2132127,25.9599363525,2986448,-1945025,190230
800,CUBIC CORP,47.9443966463,59277,52.8171753053,38567,46.2970265794,25358,50.9905110704,60070,-20710,-13209
801,CULLEN FROST BANKERS INC,88.2288884943,596902,88.9686544312,495062,93.9108446667,523603,94.9209935934,308899,-101840,28541
802,CULP INC,37.1366629195,24908,31.1936780812,21639,32.4887055588,25455,32.7387571727,22481,-3269,3816
803,CUMMINS INC,136.670120937,1243871,151.200421052,1276802,162.220190947,1288736,168.030698493,1350164,32931,11934
804,CUMULUS MEDIA INC,1.02231195849,117381,0.319458576871,84518,0.439305047757,70566,0.310180569403,45135,-32863,-13952
805,CURIS INC,3.07808796418,121504,2.77688140084,117758,1.88903191294,119638,1.48904986444,213559,-3746,1880
806,CURRENCYSHARES AUSTRALIAN DL,72.1807322219,224686,76.4498687546,222865,76.9120319476,222865,78.4301404417,222797,-1821,0
807,CURRENCYSHARES CDN DLR TR,73.580974643,39358,74.2399494178,37958,76.0923697937,38151,79.0821715251,37872,-1400,193
