,Company,0216price,0216amt,0516price,0516amt,0816price,0816amt,1116price,1116amt,0216-0516chng,0516-0816chng
1745,MANCHESTER UTD PLC NEW,17.8114334471,65632,14.4376610837,131531,15.9305137443,101315,16.8795965312,92597,65899,-30216
1746,MANHATTAN ASSOCS INC,66.1695096382,688716,56.8704545577,1113478,64.1296657171,920089,57.6198399164,819197,424762,-193389
1747,MANITOWOC INC,15.3500424211,3352108,4.32987056876,2473746,5.45069193997,792193,4.79026687758,983035,-878362,-1681553
1748,MANNKIND CORP,1.45000048129,9765514,1.61004667494,9806548,1.16001888707,8568826,0.619948402629,6974774,41034,-1237722
1749,MANPOWERGROUP INC,84.2900949176,971158,81.4198239571,1149720,64.3400450233,1594730,72.2598172797,1448772,178562,445010
1750,MANTECH INTL CORP,30.2444427172,102928,31.9908874977,113251,37.8153301641,144095,37.6849319098,135996,10323,30844
1751,MANULIFE FINL CORP,14.9799070099,1458220,14.1297909376,3302172,13.6699295005,4244572,14.1098217415,4227906,1843952,942400
1752,MARATHON OIL CORP,12.5899716401,2352269,11.1400808689,3372866,15.0101943547,2417024,15.8097265603,4346881,1020597,-955842
1753,MARATHON PETE CORP,51.8401531814,4412024,37.1800773843,3649320,37.9601611455,2842401,40.5899401614,4468521,-762704,-806919
1754,MARCHEX INC,3.88575521533,111690,4.4514288879,144448,3.17990453888,156294,2.76476620749,144316,32758,11846
1755,MARCUS & MILLICHAP INC,29.1239821382,30456,25.3856781027,17372,25.4148602183,26756,26.1484694092,23749,-13084,9384
1756,MARCUS CORP,18.9988435487,12106,18.9592363124,37607,21.0973178105,31094,25.0336816808,54926,25501,-6513
1757,MARINEMAX INC,18.4208061444,32029,19.4572452637,42966,16.9925826028,29660,20.9521918105,110776,10937,-13306
1758,MARKEL CORP,883.348846166,62314,891.568497275,64769,952.761929744,45747,928.764954793,32849,2455,-19022
1759,MARKETAXESS HLDGS INC,111.590032666,508782,124.829922431,570328,145.400216577,763699,165.59076513,577810,61546,193371
1760,MARLIN BUSINESS SVCS CORP,16.0598069339,206665,14.3081799047,206665,16.3017443689,206665,19.3791885418,206665,0,0
1761,MARRIOTT INTL INC NEW,67.0398136271,797541,71.1805063634,1305821,66.4599741742,5417065,67.3299440892,1798041,508280,4111244
1762,MARRIOTT VACATIONS WRLDWDE C,56.9495519574,904713,67.4999242886,693423,68.4912294481,713011,73.3204021575,630002,-211290,19588
1763,MARSH & MCLENNAN COS INC,55.4500382487,1562145,60.7901823036,2165070,68.4595039265,1494577,67.2497628888,2727623,602925,-670493
1764,MARTIN MARIETTA MATLS INC,136.580194591,1288547,159.509814279,1183225,192.000911453,921605,179.109546969,830274,-105322,-261620
1765,MARVELL TECHNOLOGY GROUP LTD,8.81997519196,8070771,10.3100232782,9313849,9.53006221111,8215896,13.2700017581,8673925,1243078,-1097953
1766,MASCO CORP,28.3000465837,2681197,31.4499924725,2490875,30.9398852703,2428839,34.3101050506,2441205,-190322,-62036
1767,MASIMO CORP,41.5131958655,95295,41.8432977635,82092,52.5157362077,145842,59.4884507912,466309,-13203,63750
1768,MASONITE INTL CORP NEW,61.2061206121,17776,65.4996363532,277742,66.1394851926,962224,62.1704678239,1017541,259966,684482
1769,MASTEC INC,17.3810437991,106783,20.2430239391,222941,22.3211808446,288336,29.7391206413,657047,116158,65395
1770,MATADOR RES CO,19.77215351,235685,18.9603914689,270775,19.7990464133,334107,24.3405381755,1369033,35090,63332
1771,MATCH GROUP INC,13.5500480555,3470984,11.0599518921,6296682,15.0751259296,4885863,17.7907852982,1621626,2825698,-1410819
1772,MATERION CORP,28.0006765264,106426,26.482511985,129746,24.7605205787,75685,30.715123095,59710,23320,-54061
1773,MATRIX SVC CO,20.5381658429,45525,17.6977263217,57352,16.4861521371,39609,18.7673772011,38844,11827,-17743
1774,MATSON INC,42.6327486028,198439,40.1614731113,120887,32.2910170111,92998,39.877120551,51107,-77552,-27889
1775,MATTEL INC,27.1700044801,2035664,33.620165652,2574675,31.2901514599,6132249,30.2801214496,4970951,539011,3557574
1776,MATTHEWS INTL CORP,53.4472331418,13228,51.4947295663,11574,55.6348507395,32929,60.7526361614,41348,-1654,21355
1777,MAXIM INTEGRATED PRODS INC,38.0000290944,7286626,36.779907125,8587243,35.6900567917,6316241,39.9297488388,5791221,1300617,-2271002
1778,MAXIMUS INC,56.2501123288,723323,52.6396169563,1211350,55.3693613786,1262720,56.5603412614,1348878,488027,51370
1779,MAXLINEAR INC,14.7444847808,17905,18.5185185185,17820,17.9758071324,165834,20.2705135044,611134,-85,148014
1780,MB FINANCIAL INC NEW,32.3701939338,2241074,32.4498507379,2150580,36.2799550327,2156232,38.0401529897,2199886,-90494,5652
1781,MBIA INC,6.48002886838,781478,8.85002209224,914348,6.83101552479,375786,7.79056109665,760279,132870,-538562
1782,MBT FINL CORP,6.82808499169,22261,8.04251333632,49114,8.00856214939,27096,9.01557235224,10981,26853,-22018
1783,MCBC HLDGS INC,13.6980214418,247554,14.081724003,247981,11.0519634741,244210,11.3998948107,228160,427,-3771
1784,MCCLATCHY CO,1.19869753462,55894,1.0479390532,60118,14.6338867603,18792,16.111272095,17255,4224,-41326
1785,MCCORMICK & CO INC,85.5601253473,4330370,99.4799966155,3675553,106.67018187,3610981,99.919852202,2944560,-654817,-64572
1786,MCDERMOTT INTL INC,3.3534226016,213215,4.08983676137,1747258,4.94018582751,595929,5.01001398128,1488419,1534043,-1151329
1787,MCDONALDS CORP,118.140229468,4435644,125.679930064,7229420,120.339936143,5445258,115.359911271,4809227,2793776,-1784162
1788,MCEWEN MNG INC,1.05260455444,77902,1.87231986471,33114,3.83192977766,22443,3.67249945993,46290,-44788,-10671
1789,MCGRATH RENTCORP,25.1830869145,28948,25.0443262411,13536,30.5730382104,42423,31.708749266,175409,-15412,28887
1790,MCKESSON CORP,197.229804929,1806010,157.24984351,1690202,186.649201783,1484121,166.750606909,1634099,-115808,-206081
1791,MDC PARTNERS INC,21.7198462407,111603,23.5779546124,10179,18.282203317,93096,10.7223610615,84030,-101424,82917
1792,MDU RES GROUP INC,18.3193886603,1326791,19.4600936535,1737042,23.999897256,1635132,25.4400155479,1986123,410251,-101910
1793,MEAD JOHNSON NUTRITION CO,78.949937627,6719258,84.9697829121,1616304,90.7496993185,2431975,79.0100023248,1410872,-5102954,815671
1794,MEDGENICS INC,6.04594921403,13232,4.39472632841,15018,5.57153127247,16692,5.5715081644,23333,1786,1674
1795,MEDIA GEN INC NEW,16.150130269,1299618,16.3089980081,288675,17.1901610992,1099757,18.4306958809,829323,-1010943,811082
1796,MEDICAL PPTYS TRUST INC,11.5104337699,1114554,12.9809426027,870738,15.2093567821,1068487,14.7700412816,2147929,-243816,197749
1797,MEDICAL TRANSCRIPTION BLG CO,1.18791976973,21887,1.0238749011,21487,0.866250866251,17316,0.920863309353,17375,-400,-4171
1798,MEDICINES CO,37.3349696546,104299,31.7723928517,284209,33.6302279454,292921,37.7391873463,638673,179910,8712
1799,MEDIDATA SOLUTIONS INC,49.2982729995,70469,38.7060658163,75027,46.8752127906,73429,55.7583880211,432760,4558,-1598
1800,MEDIFAST INC,30.3845695916,83990,30.1872789977,91628,33.2686098756,88582,37.7855226538,39883,7638,-3046
1801,MEDLEY CAP CORP,7.48867990247,11484,6.60287616809,17871,6.71721893286,28881,7.62766827398,70926,6387,11010
1802,MEDNAX INC,71.6595391575,1050858,64.6202715237,1116956,72.4293664887,722497,66.2493539864,1035195,66098,-394459
1803,MEDTRONIC PLC,76.9200457414,6420446,74.9999667219,5258709,86.7698820419,5164799,86.4000004445,3599456,-1161737,-93910
1804,MEETME INC,3.55778099881,15178,2.84291428123,153012,5.32832917842,292024,6.19950958163,476328,137834,139012
1805,MEI PHARMA INC,1.59523556312,28209,1.2520121624,22364,1.34204943937,23099,1.7694296992,51429,-5845,735
1806,MELCO CROWN ENTMT LTD,16.8003046741,485765,16.5099646457,973291,12.5795946506,803603,16.1101727946,692730,487526,-169688
1807,MELLANOX TECHNOLOGIES LTD,42.1391208291,61558,54.3256269913,36723,47.9581395349,215000,43.2510469736,335252,-24835,178277
1808,MEMORIAL PRODTN PARTNERS LP,2.63575413276,78156,2.12631910537,38094,1.89723320158,18975,1.78314639057,17385,-40062,-19119
1809,MENTOR GRAPHICS CORP,18.4208308304,747469,20.3294769174,1698814,21.2598873196,1511532,26.4399733502,4631926,951345,-187282
1810,MERCADOLIBRE INC,114.384582112,20807,117.867399176,24027,140.663672197,87272,184.971478358,182493,3220,63245
1811,MERCER INTL INC,9.04939442068,656066,9.44942110202,651151,7.97908016482,633657,8.47013458623,641076,-4915,-17494
1812,MERCK & CO INC NEW,52.8200753365,11262536,52.9099503091,9282375,57.6100090425,11286754,62.4099793098,11834085,-1980161,2004379
1813,MERCURY GENL CORP NEW,46.568334578,535600,55.5002337066,492070,53.1603111742,481788,54.8505390333,525756,-43530,-10282
1814,MERCURY SYS INC,18.3429629214,35654,20.3106533851,59230,24.8478195789,50105,24.5697605702,167523,23576,-9125
1815,MEREDITH CORP,43.2518921115,157496,47.5039550009,45512,51.9002860646,75857,51.9910391807,218730,-111984,30345
1816,MERIDIAN BANCORP INC MD,14.1103701556,20694,13.9111212745,26238,14.7706871226,36762,15.5608052588,38944,5544,10524
1817,MERIDIAN BIOSCIENCE INC,20.51906172,129002,20.6038889182,37954,19.5133114654,65545,19.2895339954,136136,-91048,27591
1818,MERIT MED SYS INC,18.5943817834,112776,18.4930722547,87330,19.8307504078,39232,24.3063789424,8434,-25446,-48098
1819,MERITAGE HOMES CORP,33.9901320619,783345,36.4596807955,637773,37.539181819,650174,34.7006356941,857016,-145572,12401
1820,MERITOR INC,8.34151128557,93748,8.05813723552,80912,7.20360557431,53029,11.1291858801,542807,-12836,-27883
1821,MERRIMACK PHARMACEUTICALS IN,7.91921706954,28917,8.35999932986,59689,5.38963921121,110397,6.34994708377,120001,30772,50708
1822,METHANEX CORP,33.008554996,346698,32.1211973598,205285,29.0987449213,182379,35.6799354659,161155,-141413,-22906
1823,METHODE ELECTRS INC,31.8289173918,287066,29.2407147063,332892,34.2321228508,252599,34.9704943629,130653,45826,-80293
1824,METLIFE INC,48.2099490076,13281968,43.9399950122,10982887,39.8299730522,4385893,44.429956974,7690937,-2299081,-6596994
1825,METTLER TOLEDO INTERNATIONAL,339.128508182,510022,344.75945389,600758,364.918993076,707779,419.830052352,754703,90736,107021
1826,MFA FINL INC,6.59996943277,7602914,6.84999812587,13206135,7.2700087772,18304242,7.48002389488,17515051,5603221,5098107
1827,MGE ENERGY INC,46.4030994101,22714,52.2620169651,21220,56.5030283711,25096,56.499928336,34885,-1494,3876
1828,MGIC INVT CORP WIS,8.83014836938,2499505,7.67033227761,1449872,5.94998436266,2180678,7.99992662721,2616774,-1049633,730806
1829,MGM RESORTS INTERNATIONAL,22.719971228,9509255,21.439977262,6403365,22.629935425,2842739,26.0298932833,2349491,-3105890,-3560626
1830,MICHAEL KORS HLDGS LTD,40.059328558,1434048,56.9596478454,907783,49.4805600891,1340001,46.790156889,3301314,-526265,432218
1831,MICHAELS COS INC,22.1093252142,169476,27.9717968212,393289,28.4408311854,294471,24.1710180822,369037,223813,-98818
1832,MICROCHIP TECHNOLOGY INC,46.5400898012,1169250,48.2002097769,1258480,50.7601362295,1003307,62.1395318655,1787606,89230,-255173
1833,MICRON TECHNOLOGY INC,14.1600028933,12608472,10.4700675607,19387745,13.7600927741,12479349,17.7799586985,11589397,6779273,-6908396
1834,MICROSEMI CORP,32.5931421909,169821,38.3100509078,1366195,32.6804771339,1345115,41.9797981726,1676878,1196374,-21080
1835,MICROSOFT CORP,55.4800022717,24299260,55.2299665702,28844649,51.1699815099,26354690,57.6000240124,32116688,4545389,-2489959
1836,MICROSTRATEGY INC,179.277307192,31521,179.718327433,64117,175.02313815,81035,167.43858236,218504,32596,16918
1837,MID-AMER APT CMNTYS INC,90.8098101907,2924673,102.210240723,3238697,106.399815423,3055635,93.9900070007,2916842,314024,-183062
1838,MIDDLEBY CORP,107.870101835,2403298,106.770247706,2552462,115.249792864,2416282,123.619761378,2132240,149164,-136180
1839,MIDDLESEX WATER CO,26.5070542967,9356,30.8289941317,12099,43.3759741215,13602,35.2062868369,12725,2743,1503
1840,MILACRON HLDGS CORP,12.5133954332,60655,16.4730888939,13173,14.504834945,11996,15.970405125,11083,-47482,-1177
1841,MILLER HERMAN INC,28.7013148142,314341,30.8905231334,666159,29.8903008252,660716,28.599868936,1246719,351818,-5443
1842,MILLER INDS INC TENN,21.7832131285,47835,20.2790499521,46945,20.5971194677,45686,22.8001557084,53947,-890,-1259
1843,MIMECAST LTD,9.59644284347,71068,9.7249951697,62108,10.0307475175,19839,19.1392026888,10711,-8960,-42269
1844,MIMEDX GROUP INC,9.37158996084,31158,8.7341859798,101097,7.98021547727,174682,8.576358442,176765,69939,73585
1845,MINDBODY INC,15.1314728182,30995,13.3349338164,91639,16.1392015747,130056,19.659569708,107276,60644,38417
1846,MINERALS TECHNOLOGIES INC,45.8595085223,346384,56.8509064003,675750,56.8004040309,851420,70.6897525535,1345584,329366,175670
1847,MITEL NETWORKS CORP,7.68052423301,47002,8.20788774607,29362,6.28458228021,29278,7.34174461605,18388,-17640,-84
1848,MITSUBISHI UFJ FINL GROUP IN,6.21999853724,4279583,4.58971298868,3792394,4.42987442052,3640961,5.04997481348,3867148,-487189,-151433
1849,MIZUHO FINL GROUP INC,4.03995069417,3146078,2.94004408731,2620709,2.84995047198,2333023,3.36015493024,2280252,-525369,-287686
1850,MKS INSTRUMENT INC,35.9997697458,1285536,37.6499777123,1292192,43.0602333453,1420127,49.7304150211,973348,6656,127935
1851,MOBILE MINI INC,31.1298935473,1353747,33.0201853614,1092029,34.6393368366,1079553,30.2003701692,1073563,-261718,-12476
1852,MOBILE TELESYSTEMS PJSC,6.18023603331,1438780,8.09003459624,1516928,8.27989721568,2267661,7.62992774564,4961777,78148,750733
1853,MOBILEIRON INC,3.60964051683,54022,4.52634982218,27837,3.06656079731,36523,2.75620745854,41724,-26185,8686
1854,MOBILEYE N V AMSTELVEEN,42.2804782896,1349559,37.2897291803,1389042,46.1401465586,2042733,42.570412902,2291803,39483,653691
1855,MODEL N INC,11.16220107,93082,10.7793392101,42767,13.3622428399,19832,11.0885894837,16774,-50315,-22935
1856,MODINE MFG CO,9.05178624003,159637,11.0073052184,171795,8.80235198845,170409,11.8618438182,199716,12158,-1386
1857,MODUSLINK GLOBAL SOLUTIONS I,2.4942592446,25258,1.46993973247,34015,1.24245038827,28975,1.60758781448,12441,8757,-5040
1858,MOHAWK INDS INC,189.390565618,1059868,190.900198952,781094,189.760993815,298486,200.339771102,223680,-278774,-482608
1859,MOLINA HEALTHCARE INC,60.1282085307,414481,64.4894329453,551005,49.900150512,406612,58.320051634,379595,136524,-144393
1860,MOLSON COORS BREWING CO,93.9206608821,613241,96.1802635527,2436477,101.130084891,1985957,109.800070082,3473067,1823236,-450520
1861,MOMENTA PHARMACEUTICALS INC,14.838836478,111936,9.23764722781,111392,10.8059181119,89488,11.6905242133,306402,-544,-21904
1862,MOMO INC,16.0317460317,12600,11.1925515055,10096,10.1044504995,35232,22.5003370933,971541,-2504,25136
1863,MONDELEZ INTL INC,44.8400563753,6668881,40.1200355421,6001889,45.5099544502,5242831,43.9001203071,4718757,-666992,-759058
1864,MONEYGRAM INTL INC,6.26794132364,37971,6.10992599615,37971,6.84733085776,37971,7.1106897369,37971,0,0
1865,MONMOUTH REAL ESTATE INVT CO,10.4511620842,32915,11.8666132586,19972,13.242641305,16613,14.2762284197,90360,-12943,-3359
1866,MONOGRAM RESIDENTIAL TR INC,9.75907806414,589195,9.86005579273,519064,10.2106119428,518774,10.6413169183,609605,-70131,-290
1867,MONOLITHIC PWR SYS INC,63.7154373807,28282,63.6964255463,11806,68.3127693926,67513,80.5035765379,174750,-16476,55707
1868,MONOTYPE IMAGING HOLDINGS IN,23.6396106007,861224,23.919637973,542943,24.6304405545,534826,22.1033392986,52526,-318281,-8117
1869,MONRO MUFFLER BRAKE INC,66.2179404785,318977,71.4684649277,435087,63.5594755336,469277,61.1694024705,374174,116110,34190
1870,MONSANTO CO NEW,98.5196457205,1638932,87.740225006,1287699,103.409840319,1742281,102.199974178,2106752,-351233,454582
1871,MONSTER BEVERAGE CORP NEW,148.960251473,622891,133.381238067,677734,160.709947083,728505,146.808953473,792765,54843,50771
1872,MONSTER WORLDWIDE INC,5.73028879814,332793,3.25864532934,272199,2.39021844479,670650,3.61010830325,205257,-60594,398451
1873,MOODYS CORP,100.341504136,592965,96.5585908793,632735,93.7102125405,645618,108.27951917,614770,39770,12883
1874,MOOG INC,60.6002529802,860937,45.6795361335,862662,53.9194335676,932150,59.5404647804,991393,1725,69488
1875,MORGAN STANLEY,31.8098557951,3536011,25.0099622207,9658991,25.9799359302,9431586,32.0599335997,9669234,6122980,-227405
1876,MORGAN STANLEY ASIA PAC FD I,13.8291339278,555277,13.6902688931,545570,13.7792310377,544370,15.0863390496,538169,-9707,-1200
1877,MORGAN STANLEY EM MKTS DM DE,6.81134167591,18939,7.6064200977,14330,7.65696784074,14366,8.03197848177,26768,-4609,36
1878,MORGANS HOTEL GROUP CO,3.38322739389,29262,1.37738447895,52999,2.1432532486,66721,2.03498610731,25553,23737,13722
1879,MORNINGSTAR INC,80.3925455987,30264,88.2682686033,59761,81.7913531061,67770,79.2722547109,72333,29497,8009
1880,MOSAIC CO NEW,27.589934421,1124903,27.000003607,1386185,26.1795798253,1170989,24.4602494366,2116209,261282,-215196
1881,MOSYS INC,1.09899771408,45496,0.659055224951,51589,0.401254833297,54828,0.756475429678,66096,6093,3239
1882,MOTOROLA SOLUTIONS INC,68.4498879809,748533,75.7012295653,567111,65.9700268181,792375,76.281906804,492489,-181422,225264
1883,MOVADO GROUP INC,25.7174124514,49344,27.5563067201,27217,21.6593573794,11173,21.4694028081,37961,-22127,-16044
1884,MPLX LP,39.3300051274,10676022,29.6900083058,19503329,33.6300612083,16875170,33.860031162,14527305,8827307,-2628159
1885,MRC GLOBAL INC,12.8979304684,68228,13.1404712576,631332,14.2095205285,801153,16.4295442033,552176,563104,169821
1886,MSA SAFETY INC,43.4694458792,414314,48.3504272162,509344,52.5295230536,509009,58.0406925371,518326,95030,-335
1887,MSC INDL DIRECT INC,56.2702304479,299981,76.3123999079,204187,70.56006998,434410,73.4102701774,460031,-95794,230223
1888,MSCI INC,72.1298912435,1375366,74.079681462,1235143,77.1199392212,1021409,83.9403460441,906763,-140223,-213734
1889,MSG NETWORK INC,20.798955004,633878,17.2899356182,1001681,15.3403277078,1099455,18.6088788585,546782,367803,97774
1890,MTS SYS CORP,63.4026927785,16340,60.8428871306,30965,43.8351826364,82103,46.0280832679,40736,14625,51138
1891,MUELLER INDS INC,27.0957998666,193351,29.4182432267,204295,31.8812363105,180796,32.421028294,173005,10944,-23499
1892,MUELLER WTR PRODS INC,8.6008302637,342060,9.87968881367,1089508,11.4201064294,1028099,12.5497497774,983924,747448,-61409
1893,MURPHY OIL CORP,22.4498198662,1845850,25.1901347312,1518134,31.7499413019,1737704,30.4000527598,2517068,-327716,219570
1894,MURPHY USA INC,60.7424554184,279936,61.450660899,440158,74.160393409,901047,71.3600534166,1299971,160222,460889
1895,MYERS INDS INC,13.3356667833,28570,12.8363284766,29993,14.3947277142,46128,13.0141567272,35884,1423,16135
1896,MYLAN N V,54.0699593339,20205767,46.3499990834,15383366,43.2397884666,7993633,38.1201087495,7268080,-4822401,-7389733
1897,MYRIAD GENETICS INC,43.1577606808,133487,37.4317625943,215058,30.5992984551,991526,20.5803479146,1441618,81571,776468
1898,NABORS INDUSTRIES LTD,8.50983564997,3297596,9.19993718557,2776432,10.049934524,2268771,12.1602554344,1563454,-521164,-507661
1899,NANOVIRICIDES INC,1.16595413914,25730,2.1868621652,96028,1.6255356879,13534,1.68604135238,22538,70298,-82494
1900,NANTKWEST INC,17.3319626414,228595,8.22359463669,91809,6.22337593184,30048,7.78474061632,30958,-136786,-61761
1901,NASDAQ INC,58.1695704081,1878783,66.3798459346,2142337,64.6702234571,2016987,67.5395700724,2016107,263554,-125350
